# This file produced by program: "write_detector_layout.pro"
title,Maia 384 Si array
N,     384,Number of detectors
Start,       0,Start at this # (default: detector numbers start at 0)
Shape,       1,Shape of detectors (0=circular, 1=square)
Symmetry,       4,Detector array symmetry steps for 360 degree (default is 4)
Reorient,       0,Re-orient or rotate by "reorient*360/symmetry" degrees
MirrorX,       0,Mirror the layout in X
MirrorY,       0,Mirror the layout in Y
Veto,       0,Veto channels with excessive FWHM
Threshold,      250.000,FWHM threshold (eV)
# ID, X,Y offsets from centre (mm), Z offset from planar (mm), Width, Height (mm), Tilt (degrees), bad (0=good 1=poor 2=dead), FWHM (eV), Hermes, Quadrant, Radial, Column, Row
Data, X, Y, Z, width, height, tilt, bad, FWHM, Hermes, Quadrant, Radial, Column, Row
 375,  -2.430,  -0.481,   0.000,   0.794,   0.864,   0.000,  0,   0.000,   11,    3,    0,    7,   10
 175,   2.430,  -0.481,   0.000,   0.794,   0.864,   0.000,  0,   0.000,    5,    1,    0,   12,   10
 174,   3.405,  -0.481,   0.000,   0.759,   0.864,   0.000,  0,   0.000,    5,    1,    1,   13,   10
 173,   4.379,  -0.481,   0.000,   0.724,   0.864,   0.000,  0,   0.000,    5,    1,    2,   14,   10
 172,   5.354,  -0.481,   0.000,   0.689,   0.864,   0.000,  0,   0.000,    5,    1,    3,   15,   10
 171,   6.328,  -0.481,   0.000,   0.654,   0.864,   0.000,  0,   0.000,    5,    1,    4,   16,   10
 170,   7.303,  -0.481,   0.000,   0.619,   0.864,   0.000,  0,   0.000,    5,    1,    5,   17,   10
 169,   8.277,  -0.481,   0.000,   0.583,   0.864,   0.000,  0,   0.000,    5,    1,    6,   18,   10
 168,   9.252,  -0.481,   0.000,   0.548,   0.864,   0.000,  0,   0.000,    5,    1,    7,   19,   10
 376,  -9.252,  -1.456,   0.000,   0.548,   0.829,   0.000,  0,   0.000,   11,    3,    7,    0,   11
 377,  -8.277,  -1.456,   0.000,   0.583,   0.829,   0.000,  0,   0.000,   11,    3,    6,    1,   11
 378,  -7.303,  -1.456,   0.000,   0.619,   0.829,   0.000,  0,   0.000,   11,    3,    5,    2,   11
 379,  -6.328,  -1.456,   0.000,   0.654,   0.829,   0.000,  0,   0.000,   11,    3,    4,    3,   11
 380,  -5.354,  -1.456,   0.000,   0.689,   0.829,   0.000,  0,   0.000,   11,    3,    4,    4,   11
 381,  -4.379,  -1.456,   0.000,   0.724,   0.829,   0.000,  0,   0.000,   11,    3,    3,    5,   11
 382,  -3.405,  -1.456,   0.000,   0.759,   0.829,   0.000,  0,   0.000,   11,    3,    2,    6,   11
 383,  -2.430,  -1.456,   0.000,   0.794,   0.829,   0.000,  0,   0.000,   11,    3,    1,    7,   11
 167,   2.430,  -1.456,   0.000,   0.794,   0.829,   0.000,  0,   0.000,    5,    1,    1,   12,   11
 166,   3.405,  -1.456,   0.000,   0.759,   0.829,   0.000,  0,   0.000,    5,    1,    2,   13,   11
 165,   4.379,  -1.456,   0.000,   0.724,   0.829,   0.000,  0,   0.000,    5,    1,    3,   14,   11
 164,   5.354,  -1.456,   0.000,   0.689,   0.829,   0.000,  0,   0.000,    5,    1,    4,   15,   11
 163,   6.328,  -1.456,   0.000,   0.654,   0.829,   0.000,  0,   0.000,    5,    1,    4,   16,   11
 162,   7.303,  -1.456,   0.000,   0.619,   0.829,   0.000,  0,   0.000,    5,    1,    5,   17,   11
 161,   8.277,  -1.456,   0.000,   0.583,   0.829,   0.000,  0,   0.000,    5,    1,    6,   18,   11
 160,   9.252,  -1.456,   0.000,   0.548,   0.829,   0.000,  0,   0.000,    5,    1,    7,   19,   11
 192,  -9.252,  -2.430,   0.000,   0.548,   0.794,   0.000,  0,   0.000,    6,    2,    8,    0,   12
 200,  -8.277,  -2.430,   0.000,   0.583,   0.794,   0.000,  0,   0.000,    6,    2,    7,    1,   12
 208,  -7.303,  -2.430,   0.000,   0.619,   0.794,   0.000,  0,   0.000,    6,    2,    6,    2,   12
 216,  -6.328,  -2.430,   0.000,   0.654,   0.794,   0.000,  0,   0.000,    6,    2,    5,    3,   12
 231,  -5.354,  -2.430,   0.000,   0.689,   0.794,   0.000,  0,   0.000,    7,    2,    4,    4,   12
 238,  -4.379,  -2.430,   0.000,   0.724,   0.794,   0.000,  0,   0.000,    7,    2,    3,    5,   12
 241,  -3.405,  -2.430,   0.000,   0.759,   0.794,   0.000,  0,   0.000,    7,    2,    2,    6,   12
 248,  -2.430,  -2.430,   0.000,   0.794,   0.794,   0.000,  0,   0.000,    7,    2,    1,    7,   12
 263,  -1.456,  -2.430,   0.000,   0.829,   0.794,   0.000,  0,   0.000,    8,    2,    1,    8,   12
 271,  -0.481,  -2.430,   0.000,   0.864,   0.794,   0.000,  0,   0.000,    8,    2,    0,    9,   12
 279,   0.481,  -2.430,   0.000,   0.864,   0.794,   0.000,  0,   0.000,    8,    2,    0,   10,   12
 287,   1.456,  -2.430,   0.000,   0.829,   0.794,   0.000,  0,   0.000,    8,    2,    1,   11,   12
 152,   2.430,  -2.430,   0.000,   0.794,   0.794,   0.000,  0,   0.000,    4,    1,    1,   12,   12
 153,   3.405,  -2.430,   0.000,   0.759,   0.794,   0.000,  0,   0.000,    4,    1,    2,   13,   12
 154,   4.379,  -2.430,   0.000,   0.724,   0.794,   0.000,  0,   0.000,    4,    1,    3,   14,   12
 155,   5.354,  -2.430,   0.000,   0.689,   0.794,   0.000,  0,   0.000,    4,    1,    4,   15,   12
 156,   6.328,  -2.430,   0.000,   0.654,   0.794,   0.000,  0,   0.000,    4,    1,    5,   16,   12
 157,   7.303,  -2.430,   0.000,   0.619,   0.794,   0.000,  0,   0.000,    4,    1,    6,   17,   12
 158,   8.277,  -2.430,   0.000,   0.583,   0.794,   0.000,  0,   0.000,    4,    1,    7,   18,   12
 159,   9.252,  -2.430,   0.000,   0.548,   0.794,   0.000,  0,   0.000,    4,    1,    8,   19,   12
 193,  -9.252,  -3.405,   0.000,   0.548,   0.759,   0.000,  0,   0.000,    6,    2,    8,    0,   13
 201,  -8.277,  -3.405,   0.000,   0.583,   0.759,   0.000,  0,   0.000,    6,    2,    7,    1,   13
 209,  -7.303,  -3.405,   0.000,   0.619,   0.759,   0.000,  0,   0.000,    6,    2,    6,    2,   13
 217,  -6.328,  -3.405,   0.000,   0.654,   0.759,   0.000,  0,   0.000,    6,    2,    5,    3,   13
 230,  -5.354,  -3.405,   0.000,   0.689,   0.759,   0.000,  0,   0.000,    7,    2,    4,    4,   13
 237,  -4.379,  -3.405,   0.000,   0.724,   0.759,   0.000,  0,   0.000,    7,    2,    4,    5,   13
 242,  -3.405,  -3.405,   0.000,   0.759,   0.759,   0.000,  0,   0.000,    7,    2,    3,    6,   13
 249,  -2.430,  -3.405,   0.000,   0.794,   0.759,   0.000,  0,   0.000,    7,    2,    2,    7,   13
 262,  -1.456,  -3.405,   0.000,   0.829,   0.759,   0.000,  0,   0.000,    8,    2,    2,    8,   13
 270,  -0.481,  -3.405,   0.000,   0.864,   0.759,   0.000,  0,   0.000,    8,    2,    1,    9,   13
 278,   0.481,  -3.405,   0.000,   0.864,   0.759,   0.000,  0,   0.000,    8,    2,    1,   10,   13
 286,   1.456,  -3.405,   0.000,   0.829,   0.759,   0.000,  0,   0.000,    8,    2,    2,   11,   13
 145,   2.430,  -3.405,   0.000,   0.794,   0.759,   0.000,  0,   0.000,    4,    1,    2,   12,   13
 146,   3.405,  -3.405,   0.000,   0.759,   0.759,   0.000,  0,   0.000,    4,    1,    3,   13,   13
 147,   4.379,  -3.405,   0.000,   0.724,   0.759,   0.000,  0,   0.000,    4,    1,    4,   14,   13
 148,   5.354,  -3.405,   0.000,   0.689,   0.759,   0.000,  0,   0.000,    4,    1,    4,   15,   13
 149,   6.328,  -3.405,   0.000,   0.654,   0.759,   0.000,  0,   0.000,    4,    1,    5,   16,   13
 150,   7.303,  -3.405,   0.000,   0.619,   0.759,   0.000,  0,   0.000,    4,    1,    6,   17,   13
 151,   8.277,  -3.405,   0.000,   0.583,   0.759,   0.000,  0,   0.000,    4,    1,    7,   18,   13
 144,   9.252,  -3.405,   0.000,   0.548,   0.759,   0.000,  0,   0.000,    4,    1,    8,   19,   13
 194,  -9.252,  -4.379,   0.000,   0.548,   0.724,   0.000,  0,   0.000,    6,    2,    8,    0,   14
 202,  -8.277,  -4.379,   0.000,   0.583,   0.724,   0.000,  0,   0.000,    6,    2,    7,    1,   14
 210,  -7.303,  -4.379,   0.000,   0.619,   0.724,   0.000,  0,   0.000,    6,    2,    7,    2,   14
 218,  -6.328,  -4.379,   0.000,   0.654,   0.724,   0.000,  0,   0.000,    6,    2,    6,    3,   14
 229,  -5.354,  -4.379,   0.000,   0.689,   0.724,   0.000,  0,   0.000,    7,    2,    5,    4,   14
 236,  -4.379,  -4.379,   0.000,   0.724,   0.724,   0.000,  0,   0.000,    7,    2,    4,    5,   14
 243,  -3.405,  -4.379,   0.000,   0.759,   0.724,   0.000,  0,   0.000,    7,    2,    4,    6,   14
 250,  -2.430,  -4.379,   0.000,   0.794,   0.724,   0.000,  0,   0.000,    7,    2,    3,    7,   14
 261,  -1.456,  -4.379,   0.000,   0.829,   0.724,   0.000,  0,   0.000,    8,    2,    3,    8,   14
 269,  -0.481,  -4.379,   0.000,   0.864,   0.724,   0.000,  0,   0.000,    8,    2,    2,    9,   14
 277,   0.481,  -4.379,   0.000,   0.864,   0.724,   0.000,  0,   0.000,    8,    2,    2,   10,   14
 285,   1.456,  -4.379,   0.000,   0.829,   0.724,   0.000,  0,   0.000,    8,    2,    3,   11,   14
 142,   2.430,  -4.379,   0.000,   0.794,   0.724,   0.000,  0,   0.000,    4,    1,    3,   12,   14
 141,   3.405,  -4.379,   0.000,   0.759,   0.724,   0.000,  0,   0.000,    4,    1,    4,   13,   14
 140,   4.379,  -4.379,   0.000,   0.724,   0.724,   0.000,  0,   0.000,    4,    1,    4,   14,   14
 139,   5.354,  -4.379,   0.000,   0.689,   0.724,   0.000,  0,   0.000,    4,    1,    5,   15,   14
 138,   6.328,  -4.379,   0.000,   0.654,   0.724,   0.000,  0,   0.000,    4,    1,    6,   16,   14
 137,   7.303,  -4.379,   0.000,   0.619,   0.724,   0.000,  0,   0.000,    4,    1,    7,   17,   14
 136,   8.277,  -4.379,   0.000,   0.583,   0.724,   0.000,  0,   0.000,    4,    1,    7,   18,   14
 143,   9.252,  -4.379,   0.000,   0.548,   0.724,   0.000,  0,   0.000,    4,    1,    8,   19,   14
 195,  -9.252,  -5.354,   0.000,   0.548,   0.689,   0.000,  0,   0.000,    6,    2,    9,    0,   15
 203,  -8.277,  -5.354,   0.000,   0.583,   0.689,   0.000,  0,   0.000,    6,    2,    8,    1,   15
 211,  -7.303,  -5.354,   0.000,   0.619,   0.689,   0.000,  0,   0.000,    6,    2,    7,    2,   15
 219,  -6.328,  -5.354,   0.000,   0.654,   0.689,   0.000,  0,   0.000,    6,    2,    6,    3,   15
 228,  -5.354,  -5.354,   0.000,   0.689,   0.689,   0.000,  0,   0.000,    7,    2,    6,    4,   15
 235,  -4.379,  -5.354,   0.000,   0.724,   0.689,   0.000,  0,   0.000,    7,    2,    5,    5,   15
 244,  -3.405,  -5.354,   0.000,   0.759,   0.689,   0.000,  0,   0.000,    7,    2,    4,    6,   15
 251,  -2.430,  -5.354,   0.000,   0.794,   0.689,   0.000,  0,   0.000,    7,    2,    4,    7,   15
 260,  -1.456,  -5.354,   0.000,   0.829,   0.689,   0.000,  0,   0.000,    8,    2,    4,    8,   15
 268,  -0.481,  -5.354,   0.000,   0.864,   0.689,   0.000,  0,   0.000,    8,    2,    3,    9,   15
 276,   0.481,  -5.354,   0.000,   0.864,   0.689,   0.000,  0,   0.000,    8,    2,    3,   10,   15
 284,   1.456,  -5.354,   0.000,   0.829,   0.689,   0.000,  0,   0.000,    8,    2,    4,   11,   15
 135,   2.430,  -5.354,   0.000,   0.794,   0.689,   0.000,  0,   0.000,    4,    1,    4,   12,   15
 134,   3.405,  -5.354,   0.000,   0.759,   0.689,   0.000,  0,   0.000,    4,    1,    4,   13,   15
 133,   4.379,  -5.354,   0.000,   0.724,   0.689,   0.000,  0,   0.000,    4,    1,    5,   14,   15
 132,   5.354,  -5.354,   0.000,   0.689,   0.689,   0.000,  0,   0.000,    4,    1,    6,   15,   15
 131,   6.328,  -5.354,   0.000,   0.654,   0.689,   0.000,  0,   0.000,    4,    1,    6,   16,   15
 130,   7.303,  -5.354,   0.000,   0.619,   0.689,   0.000,  0,   0.000,    4,    1,    7,   17,   15
 129,   8.277,  -5.354,   0.000,   0.583,   0.689,   0.000,  0,   0.000,    4,    1,    8,   18,   15
 128,   9.252,  -5.354,   0.000,   0.548,   0.689,   0.000,  0,   0.000,    4,    1,    9,   19,   15
 196,  -9.252,  -6.328,   0.000,   0.548,   0.654,   0.000,  0,   0.000,    6,    2,    9,    0,   16
 204,  -8.277,  -6.328,   0.000,   0.583,   0.654,   0.000,  0,   0.000,    6,    2,    8,    1,   16
 212,  -7.303,  -6.328,   0.000,   0.619,   0.654,   0.000,  0,   0.000,    6,    2,    8,    2,   16
 220,  -6.328,  -6.328,   0.000,   0.654,   0.654,   0.000,  0,   0.000,    6,    2,    7,    3,   16
 227,  -5.354,  -6.328,   0.000,   0.689,   0.654,   0.000,  0,   0.000,    7,    2,    6,    4,   16
 234,  -4.379,  -6.328,   0.000,   0.724,   0.654,   0.000,  0,   0.000,    7,    2,    6,    5,   16
 245,  -3.405,  -6.328,   0.000,   0.759,   0.654,   0.000,  0,   0.000,    7,    2,    5,    6,   16
 252,  -2.430,  -6.328,   0.000,   0.794,   0.654,   0.000,  0,   0.000,    7,    2,    5,    7,   16
 259,  -1.456,  -6.328,   0.000,   0.829,   0.654,   0.000,  0,   0.000,    8,    2,    4,    8,   16
 267,  -0.481,  -6.328,   0.000,   0.864,   0.654,   0.000,  0,   0.000,    8,    2,    4,    9,   16
 275,   0.481,  -6.328,   0.000,   0.864,   0.654,   0.000,  0,   0.000,    8,    2,    4,   10,   16
 283,   1.456,  -6.328,   0.000,   0.829,   0.654,   0.000,  0,   0.000,    8,    2,    4,   11,   16
 120,   2.430,  -6.328,   0.000,   0.794,   0.654,   0.000,  0,   0.000,    3,    1,    5,   12,   16
 121,   3.405,  -6.328,   0.000,   0.759,   0.654,   0.000,  0,   0.000,    3,    1,    5,   13,   16
 122,   4.379,  -6.328,   0.000,   0.724,   0.654,   0.000,  0,   0.000,    3,    1,    6,   14,   16
 123,   5.354,  -6.328,   0.000,   0.689,   0.654,   0.000,  0,   0.000,    3,    1,    6,   15,   16
 124,   6.328,  -6.328,   0.000,   0.654,   0.654,   0.000,  0,   0.000,    3,    1,    7,   16,   16
 125,   7.303,  -6.328,   0.000,   0.619,   0.654,   0.000,  0,   0.000,    3,    1,    8,   17,   16
 126,   8.277,  -6.328,   0.000,   0.583,   0.654,   0.000,  0,   0.000,    3,    1,    8,   18,   16
 127,   9.252,  -6.328,   0.000,   0.548,   0.654,   0.000,  0,   0.000,    3,    1,    9,   19,   16
 197,  -9.252,  -7.303,   0.000,   0.548,   0.619,   0.000,  0,   0.000,    6,    2,   10,    0,   17
 205,  -8.277,  -7.303,   0.000,   0.583,   0.619,   0.000,  0,   0.000,    6,    2,    9,    1,   17
 213,  -7.303,  -7.303,   0.000,   0.619,   0.619,   0.000,  0,   0.000,    6,    2,    8,    2,   17
 221,  -6.328,  -7.303,   0.000,   0.654,   0.619,   0.000,  0,   0.000,    6,    2,    8,    3,   17
 226,  -5.354,  -7.303,   0.000,   0.689,   0.619,   0.000,  0,   0.000,    7,    2,    7,    4,   17
 233,  -4.379,  -7.303,   0.000,   0.724,   0.619,   0.000,  0,   0.000,    7,    2,    7,    5,   17
 246,  -3.405,  -7.303,   0.000,   0.759,   0.619,   0.000,  0,   0.000,    7,    2,    6,    6,   17
 253,  -2.430,  -7.303,   0.000,   0.794,   0.619,   0.000,  0,   0.000,    7,    2,    6,    7,   17
 258,  -1.456,  -7.303,   0.000,   0.829,   0.619,   0.000,  0,   0.000,    8,    2,    5,    8,   17
 266,  -0.481,  -7.303,   0.000,   0.864,   0.619,   0.000,  0,   0.000,    8,    2,    5,    9,   17
 274,   0.481,  -7.303,   0.000,   0.864,   0.619,   0.000,  0,   0.000,    8,    2,    5,   10,   17
 282,   1.456,  -7.303,   0.000,   0.829,   0.619,   0.000,  0,   0.000,    8,    2,    5,   11,   17
 112,   2.430,  -7.303,   0.000,   0.794,   0.619,   0.000,  0,   0.000,    3,    1,    6,   12,   17
 113,   3.405,  -7.303,   0.000,   0.759,   0.619,   0.000,  0,   0.000,    3,    1,    6,   13,   17
 114,   4.379,  -7.303,   0.000,   0.724,   0.619,   0.000,  0,   0.000,    3,    1,    7,   14,   17
 115,   5.354,  -7.303,   0.000,   0.689,   0.619,   0.000,  0,   0.000,    3,    1,    7,   15,   17
 116,   6.328,  -7.303,   0.000,   0.654,   0.619,   0.000,  0,   0.000,    3,    1,    8,   16,   17
 117,   7.303,  -7.303,   0.000,   0.619,   0.619,   0.000,  0,   0.000,    3,    1,    8,   17,   17
 118,   8.277,  -7.303,   0.000,   0.583,   0.619,   0.000,  0,   0.000,    3,    1,    9,   18,   17
 119,   9.252,  -7.303,   0.000,   0.548,   0.619,   0.000,  0,   0.000,    3,    1,   10,   19,   17
 198,  -9.252,  -8.277,   0.000,   0.548,   0.583,   0.000,  0,   0.000,    6,    2,   10,    0,   18
 206,  -8.277,  -8.277,   0.000,   0.583,   0.583,   0.000,  0,   0.000,    6,    2,   10,    1,   18
 214,  -7.303,  -8.277,   0.000,   0.619,   0.583,   0.000,  0,   0.000,    6,    2,    9,    2,   18
 222,  -6.328,  -8.277,   0.000,   0.654,   0.583,   0.000,  0,   0.000,    6,    2,    8,    3,   18
 225,  -5.354,  -8.277,   0.000,   0.689,   0.583,   0.000,  0,   0.000,    7,    2,    8,    4,   18
 232,  -4.379,  -8.277,   0.000,   0.724,   0.583,   0.000,  0,   0.000,    7,    2,    7,    5,   18
 247,  -3.405,  -8.277,   0.000,   0.759,   0.583,   0.000,  0,   0.000,    7,    2,    7,    6,   18
 254,  -2.430,  -8.277,   0.000,   0.794,   0.583,   0.000,  0,   0.000,    7,    2,    7,    7,   18
 257,  -1.456,  -8.277,   0.000,   0.829,   0.583,   0.000,  0,   0.000,    8,    2,    6,    8,   18
 265,  -0.481,  -8.277,   0.000,   0.864,   0.583,   0.000,  0,   0.000,    8,    2,    6,    9,   18
 273,   0.481,  -8.277,   0.000,   0.864,   0.583,   0.000,  0,   0.000,    8,    2,    6,   10,   18
 281,   1.456,  -8.277,   0.000,   0.829,   0.583,   0.000,  0,   0.000,    8,    2,    6,   11,   18
 104,   2.430,  -8.277,   0.000,   0.794,   0.583,   0.000,  0,   0.000,    3,    1,    7,   12,   18
 105,   3.405,  -8.277,   0.000,   0.759,   0.583,   0.000,  0,   0.000,    3,    1,    7,   13,   18
 106,   4.379,  -8.277,   0.000,   0.724,   0.583,   0.000,  0,   0.000,    3,    1,    7,   14,   18
 107,   5.354,  -8.277,   0.000,   0.689,   0.583,   0.000,  0,   0.000,    3,    1,    8,   15,   18
 108,   6.328,  -8.277,   0.000,   0.654,   0.583,   0.000,  0,   0.000,    3,    1,    8,   16,   18
 109,   7.303,  -8.277,   0.000,   0.619,   0.583,   0.000,  0,   0.000,    3,    1,    9,   17,   18
 110,   8.277,  -8.277,   0.000,   0.583,   0.583,   0.000,  0,   0.000,    3,    1,   10,   18,   18
 111,   9.252,  -8.277,   0.000,   0.548,   0.583,   0.000,  0,   0.000,    3,    1,   10,   19,   18
 199,  -9.252,  -9.252,   0.000,   0.548,   0.548,   0.000,  0,   0.000,    6,    2,   11,    0,   19
 207,  -8.277,  -9.252,   0.000,   0.583,   0.548,   0.000,  0,   0.000,    6,    2,   10,    1,   19
 215,  -7.303,  -9.252,   0.000,   0.619,   0.548,   0.000,  0,   0.000,    6,    2,   10,    2,   19
 223,  -6.328,  -9.252,   0.000,   0.654,   0.548,   0.000,  0,   0.000,    6,    2,    9,    3,   19
 224,  -5.354,  -9.252,   0.000,   0.689,   0.548,   0.000,  0,   0.000,    7,    2,    9,    4,   19
 239,  -4.379,  -9.252,   0.000,   0.724,   0.548,   0.000,  0,   0.000,    7,    2,    8,    5,   19
 240,  -3.405,  -9.252,   0.000,   0.759,   0.548,   0.000,  0,   0.000,    7,    2,    8,    6,   19
 255,  -2.430,  -9.252,   0.000,   0.794,   0.548,   0.000,  0,   0.000,    7,    2,    8,    7,   19
 256,  -1.456,  -9.252,   0.000,   0.829,   0.548,   0.000,  0,   0.000,    8,    2,    7,    8,   19
 264,  -0.481,  -9.252,   0.000,   0.864,   0.548,   0.000,  0,   0.000,    8,    2,    7,    9,   19
 272,   0.481,  -9.252,   0.000,   0.864,   0.548,   0.000,  0,   0.000,    8,    2,    7,   10,   19
 280,   1.456,  -9.252,   0.000,   0.829,   0.548,   0.000,  0,   0.000,    8,    2,    7,   11,   19
  96,   2.430,  -9.252,   0.000,   0.794,   0.548,   0.000,  0,   0.000,    3,    1,    8,   12,   19
  97,   3.405,  -9.252,   0.000,   0.759,   0.548,   0.000,  0,   0.000,    3,    1,    8,   13,   19
  98,   4.379,  -9.252,   0.000,   0.724,   0.548,   0.000,  0,   0.000,    3,    1,    8,   14,   19
  99,   5.354,  -9.252,   0.000,   0.689,   0.548,   0.000,  0,   0.000,    3,    1,    9,   15,   19
 100,   6.328,  -9.252,   0.000,   0.654,   0.548,   0.000,  0,   0.000,    3,    1,    9,   16,   19
 101,   7.303,  -9.252,   0.000,   0.619,   0.548,   0.000,  0,   0.000,    3,    1,   10,   17,   19
 102,   8.277,  -9.252,   0.000,   0.583,   0.548,   0.000,  0,   0.000,    3,    1,   10,   18,   19
 103,   9.252,  -9.252,   0.000,   0.548,   0.548,   0.000,  0,   0.000,    3,    1,   11,   19,   19
