   4.856,  5.460,18320.0,  438.5, 0.002542, 0.0402800, 1354.0,-17.0200,  5.8460,-0.71490, 0.037400,-0.0007114,  19.31    , 196.96651
   4.308,  4.843,17040.0,  487.8, 0.002882, 0.0407900, 1352.0,-17.8400,  6.1830,-0.76590, 0.040760,-0.0007925,  13.56    , 200.59000
   4.723,  5.311,17220.0,  537.0, 0.002913, 0.0413000, 1366.0,-18.6600,  6.5200,-0.81690, 0.044110,-0.0008737,  11.88    , 204.37000
   5.319,  5.982,17400.0,  586.3, 0.002871, 0.0418100, 1347.0,-19.4800,  6.8570,-0.86780, 0.047470,-0.0009548,  11.32    , 207.19000
   5.956,  6.700,17800.0,  677.0, 0.002660, 0.0423200, 1336.0,-19.5500,  6.8710,-0.86860, 0.047480,-0.0009544,  9.813    , 208.98061
   6.158,  6.928,17770.0,  586.3, 0.002812, 0.0428300, 1319.0,-19.6200,  6.8840,-0.86940, 0.047480,-0.0009540,  9.253    , 209.00000
   6.204,  6.979,17950.0,  586.3, 0.002776, 0.0433400, 1302.0,-19.6900,  6.8980,-0.87020, 0.047490,-0.0009536, 5.8900E-03, 210.00000
   6.181,  6.954,18120.0,  586.3, 0.002748, 0.0438500, 1289.0,-19.7600,  6.9120,-0.87100, 0.047490,-0.0009532, 9.9090E-03, 222.00000
   6.949,  7.820,18300.0,  586.3, 0.002737, 0.0443600, 1284.0,-19.8300,  6.9260,-0.87180, 0.047500,-0.0009528,  5.000    , 223.00000
   7.506,  8.448,18480.0,  586.3, 0.002727, 0.0448700, 1279.0,-19.9000,  6.9400,-0.87260, 0.047510,-0.0009524,  5.023    , 226.00000
   7.649,  8.609,18660.0,  586.3, 0.002697, 0.0453800, 1265.0,-19.9700,  6.9530,-0.87330, 0.047510,-0.0009520,  10.07    , 227.00000
   7.710,  8.679,18830.0,  586.3, 0.002641, 0.0458900, 1239.0,-20.0400,  6.9670,-0.87410, 0.047520,-0.0009516,  11.66    , 232.00000
   7.407,  8.336,19010.0,  586.3, 0.002603, 0.0464000, 1221.0,-20.1100,  6.9810,-0.87490, 0.047520,-0.0009512,  15.40    , 231.00000
   7.290,  8.204,19180.0,  586.3, 0.002573, 0.0469100, 1207.0,-20.1800,  6.9950,-0.87570, 0.047530,-0.0009508,  19.05    , 238.00000
