508.13299,0.044928922
555.104,0.062681734
582.264,0.034867836
601.103,0.099722693
641.124,0.127343857
661.087,0.187216447
683.21,0.57430421
733.468,0.184039905
756.024,0.190623746
783.66899,1.294973854
805.405,0.896602613
825.543,0.460938517
857.185,3.050211822
886.059,29.33364285
902.287,9.154760772
925.083,3.286896281
948.764,1.7500401
967.679,0.634966773
987.989,0.533021835
1022.861,0.488429628
1057.863,0.439797747
1083.834,0.48011138
1102.454,11.03448326
1116.35,1.010762219
1140.74,10.65695176
1156.105,1.337922631
1179.462,0.744227991
1192.598,0.984972261
1215.608,0.959555281
1240.671,1.184118046
1277.055,2.471206286
1316.615,3.358126099
1333.15,7.845362225
1335.85,9.104686575
1353.697,10.65997043
1379.435,33.54169457
1391.947,6.190062015
1414.611,10.56119351
1432.589,2.602106095
1456.811,0.770562731
1470.184,1.650726031
1497.429,2.535548954
1513.417,2.28285328
1532.927,3.568305259
1569.917,4.105764166
1594.526,5.386863861
1607.791,7.005659093
1628.598,9.191407057
1660.747,12.16592122
1669.108,18.36081691
1691.276,20.04342798
1715.583,16.38958662
1737.881,17.58097677
1759.595,20.40515979
1781.179,24.10144048
1798.312,31.07148428
1815.834,38.00721083
1833.435,46.00404292
1854.436,58.79250977
1879.239,75.1373718
1892.051,103.8931705
1919.374,157.9101332
1939.726,220.2728647
1955.78,196.5911667
1993.871,194.9184728
2021.527,169.463433
2032.18,112.2985116
2053.786,79.12577923
2071.72,54.7832761
2089.459,38.93901846
2113.053,35.05976494
2154.299,37.9430292
2172.21,44.03733206
2197.402,53.39984544
2210.085,75.14083209
2230.891,98.58458214
2256.084,119.5443349
2273.087,156.8386155
2293.245,224.6011626
2340.011,249.1058921
2361.66,291.6647874
2388.343,289.1651827
2424.253,230.3355648
2437.801,172.5460414
2453.098,102.0422439
2478.572,71.27381411
2489.008,81.28211582
2513.487,108.5282999
2535.266,124.8642175
2552.853,151.4049242
2574.632,174.1947252
2588.352,213.0737749
2614.127,238.7954239
2647.703,260.6957793
2699.796,182.1159569
2720.421,146.3288637
2745.095,190.3132387
2765.123,277.3530844
2776.703,452.9100941
2815.573,404.2685902
2863.02,316.4521131
2838.843,380.2830776
2905.952,272.7501512
2914.27,247.716537
2953.723,204.3572266
2983.756,215.4160212
3022.625,192.2808353
3038.614,173.1179099
3058.664,150.5036387
3078.261,139.1134112
3092.694,154.5382536
3120.198,229.2044261
3138.109,266.0185978
3163.95,295.533012
3174.515,331.1814475
3230.965,358.4478667
3268.084,405.2770395
3297.728,450.2513255
3331.628,470.4895697
3369.46,483.1121946
3404.203,450.5157723
3452.421,402.1517843
3509.786,385.0472269
3563.477,362.2630173
3636.052,346.8837855
3716.232,332.1712188
3781.137,320.8529229
3860.085,362.8549065
3923.499,428.6827421
3994.259,524.5259753
4035.894,538.6107287
4093.383,572.8369187
4157.899,583.1643945
4214.809,593.6520885
4272.174,568.4025269
4302.919,544.1467004
